Lat,Lon,Transaction Name,Address,City,Full_Address
,,4350-4376 de 'Hotel de Ville,4350-4376 de 'Hotel de Ville,Montréal,4350-4376 de 'Hotel de Ville Montréal
43.22071075,-79.67888641,881 Arvin Avenue,881 Arvin Avenue,Hamilton,881 Arvin Avenue Hamilton
49.145277,-122.943181,8099 NORDEL WAY,8099 NORDEL WAY,Delta,8099 NORDEL WAY Delta
45.36316299,-74.03942871,2050 Chicoine Street,2050 Chicoine Street,Vaudreuil-Dorion,2050 Chicoine Street Vaudreuil-Dorion
45.2410658,-75.89752199,6159 Flewellyn Road,6159 Flewellyn Road,Goulbourn,6159 Flewellyn Road Goulbourn
,,Lot 6371507,Lot 6371507,Montréal,Lot 6371507 Montréal
,,"17048,17032 & 17018 32 AVE","17048,17032 & 17018 32 AVE",Surrey,"17048,17032 & 17018 32 AVE Surrey"
45.6644778,-73.6408841,2000 Léopold-Hamelin,2000 Léopold-Hamelin,Laval,2000 Léopold-Hamelin Laval
53.6145196,-113.4571782,7505 75 St,7505 75 St,Edmonton,7505 75 St Edmonton
44.3911972,-79.69130707,19-21 Worsley Street & 65-85 Bayfield Street,19-21 Worsley Street & 65-85 Bayfield Street,Barrie,19-21 Worsley Street & 65-85 Bayfield Street Barrie
43.4056845,-80.4566248,#NAME?,Pearson Street,Kitchener,Pearson Street Kitchener
43.67490005,-79.39697266,152 Avenue Rd,152 Avenue Rd,Toronto,152 Avenue Rd Toronto
43.6449328,-79.3951153,64 Spadina Avenue,64 Spadina Avenue,Old Toronto,64 Spadina Avenue Old Toronto
49.1778811,-122.8362733,"13942, 13952 & 13962 Laurel Drive; 13943, 13953 & 13963 96th Avenue",13942 Laurel Drive,Surrey,13942 Laurel Drive Surrey
49.1771583,-122.8356761,13963 96 AVE,13963 96 AVE,Surrey,13963 96 AVE Surrey
43.7532815,-79.4485092,795 - 799 Sheppard Avenue West & 128 - 132 Gorman Park Road,795 Sheppard Avenue West,North York,795 Sheppard Avenue West North York
43.15570068,-79.10889435,184 Tanbark Road,184 Tanbark Rd,Pelham,184 Tanbark Rd Pelham
42.80234877,-81.15531588,70 Dennis Rd,70 Dennis Rd,Saint Thomas,70 Dennis Rd Saint Thomas
42.998806,-79.26810455,555 Prince Charles Dr N,555 Prince Charles Dr N,Welland,555 Prince Charles Dr N Welland
38.81759663,-90.69126145,555 Prince Charles Drive,555 Prince Charles Drive,,555 Prince Charles Drive 
,,7131 Fifth Sideroad,7131 Fifth Sideroad,Innisfil,7131 Fifth Sideroad Innisfil
43.50496495,-80.53467899,50 Frobisher Drive,50 Frobisher Drive,Waterloo,50 Frobisher Drive Waterloo
,,Lot vacant 6355448,Lot vacant 6355448,Ste-Julie,Lot vacant 6355448 Ste-Julie
49.26804352,-123.1054916,16 W 3rd Ave,16 W 3rd Ave,Vancouver,16 W 3rd Ave Vancouver
43.23056793,-79.70089722,590 South Service Road,590 South Service Road,Hamilton,590 South Service Road Hamilton
49.2803978,-123.0998735,Grace Seniors Home,333 East Pender Street,Vancouver,333 East Pender Street Vancouver
,,Champagnier Street ,Champagnier Street,Brossard,Champagnier Street Brossard
,,615 36th Street NE,615 36th Street NE,Calgary,615 36th Street NE Calgary
45.59640666,-73.558808,7250-7290 Saint-Zotique East Street,7250 Saint-Zotique East Street,Anjou,7250 Saint-Zotique East Street Anjou
45.38986969,-72.73339081,316 Rue Denison Ouest,316 Rue Denison O,Granby,316 Rue Denison O Granby
43.43111575,-79.77069938,Khalsa Gate,Khalsa Gate,Oakville,Khalsa Gate Oakville
49.2055596,-122.8734587,11180 Scott Road & 12618 King George Boulevard,11180 Scott Road,Surrey,11180 Scott Road Surrey
,,19594 96th Avenue,19594 96th Avenue,Surrey,19594 96th Avenue Surrey
45.4537472,-73.4398275,Colomb Avenue,Colomb Avenue,Brossard,Colomb Avenue Brossard
43.75147849,-79.81663156,Abbotside Way,Abbotside Way,Caledon,Abbotside Way Caledon
51.18217675,-115.5669221,Red Carpet Inn,Red Carpet Inn,Banff,Red Carpet Inn Banff
45.5022123,-73.57670952,2040-2046 Peel Street,2040 Peel Street,Ville-Marie,2040 Peel Street Ville-Marie
43.47177887,-80.52361298,158 King Street North,158 King St N,Waterloo,158 King St N Waterloo
43.51903428,-79.87349862,145 - 151 Nipissing Road,145 - 151 Nipissing Road,Milton,145 - 151 Nipissing Road Milton
43.64942551,-79.39431,318 Queen Street West,318 Queen St W,Toronto,318 Queen St W Toronto
43.5397144,-80.3053168,271 Massey Road,271 Massey Road,Guelph,271 Massey Road Guelph
43.02909996,-79.88898897,30 Front Street North,30 Front St N,Caledonia,30 Front St N Caledonia
,,County Road No. 54,County Road No. 54,Haldimand County,County Road No. 54 Haldimand County
49.2362552,-122.8199909,2441 United Boulevard,2441 United Boulevard,Coquitlam,2441 United Boulevard Coquitlam
46.2184919,-71.7630827,2760 Vallée,2760 Vallée,Plessisville,2760 Vallée Plessisville
45.70449066,-74.09389496,13845-13905 Saint-Simon Street ,13845 Saint-Simon Street,Mirabel,13845 Saint-Simon Street Mirabel
45.41787124,-73.92790782,21525 Clark-Graham Avenue ,21525 Clark-Graham Avenue,Baie-d'Urfé,21525 Clark-Graham Avenue Baie-d'Urfé
,,209 Westbrook Road & 120 Walgreen Road,209 Westbrook Road & 120 Walgreen Road,West Carleton,209 Westbrook Road & 120 Walgreen Road West Carleton
43.67087746,-79.32760936,1291 - 1307 Gerrard Street East,1291 Gerrard Street East,Old Toronto,1291 Gerrard Street East Old Toronto
49.2635641,-122.8918204,"634, 636, 640, 642 & 644 Tyndall Street",634 Tyndall Street,Coquitlam,634 Tyndall Street Coquitlam
43.69897335,-79.38749746,289 - 299 Balliol Street,289 Balliol Street,Old Toronto,289 Balliol Street Old Toronto
45.65742874,-73.51498413,12900 Industriel Boulevard,12900 Industriel Boulevard,Rivière-des-Prairies-Pointe-aux-Trembles,12900 Industriel Boulevard Rivière-des-Prairies-Pointe-aux-Trembles
45.38433838,-73.98888397,RONA Pincourt,1200 du Traversier Boulevard,Pincourt,1200 du Traversier Boulevard Pincourt
45.41988373,-73.9280777,21500 Transcanada Highway,21500 Transcanada Highway,Baie-d'Urfé,21500 Transcanada Highway Baie-d'Urfé
45.4248346,-75.8472685,Antoine-Boucher Road,Antoine-Boucher Road,Ville de Gatineau,Antoine-Boucher Road Ville de Gatineau
46.7916701,-71.35048962,6505 Rue Yvon Dolbec,6505 Rue Yvon Dolbec,L'Ancienne-Lorette,6505 Rue Yvon Dolbec L'Ancienne-Lorette
43.6453267,-79.82349574,9553 Heritage Road,9553 Heritage Road,Brampton,9553 Heritage Road Brampton
43.6380116,-79.71503493,376 Derry Road West,376 Derry Road West,Mississauga,376 Derry Road West Mississauga
,,1010 Downsview Drive & 355 Plains Road East,1010 Downsview Drive & 355 Plains Road East,Burlington,1010 Downsview Drive & 355 Plains Road East Burlington
43.8736098,-78.8904551,Travelodge by Wyndham Oshawa,940 Champlain Avenue,Oshawa,940 Champlain Avenue Oshawa
,,3351 Kings Mastings Crescent,3351 Kings Mastings Crescent,Mississauga,3351 Kings Mastings Crescent Mississauga
43.6922493,-79.61732483,Brunner Canada,3180 American Drive,Mississauga,3180 American Drive Mississauga
,,20054 96th Avenue,20054 96th Avenue,Langley,20054 96th Avenue Langley
43.70121384,-79.75764465,95 Kennedy Road North,95 Kennedy Rd N,Brampton,95 Kennedy Rd N Brampton
51.1843286,-114.4525344,22 Griffin Industrial Pt,22 Griffin Industrial Pt,Cochrane,22 Griffin Industrial Pt Cochrane
43.49194717,-80.54269409,500 & 504 Glenelm Crescent,500 Glenelm Crescent,Waterloo,500 Glenelm Crescent Waterloo
43.69554138,-79.74612427,68 Eastern Avenue,68 Eastern Avenue,Brampton,68 Eastern Avenue Brampton
43.69403076,-79.60327148,Ingersoll Rand,51 Worcester Rd,Toronto,51 Worcester Rd Toronto
,,7010 204th Street & 20443 70th Avenue,7010 204th Street,Langley,7010 204th Street Langley
49.0283165,-122.7986679,1455 Fir St,1455 Fir St,White Rock,1455 Fir St White Rock
43.01832199,-81.15520477,5 Cuddy Blvd,5 Cuddy Blvd,London,5 Cuddy Blvd London
49.1838405,-123.0802727,4460 Jacombs Road,4460 Jacombs Road,Richmond,4460 Jacombs Road Richmond
43.65883248,-79.36591733,296 Parliament Street,296 Parliament Street,Old Toronto,296 Parliament Street Old Toronto
43.76615906,-79.54199219,Belmont Meat Products,230 Signet Dr,Toronto,230 Signet Dr Toronto
,,646 Hamilton Port Dover Plank Road,646 Hamilton Port Dover Plank Road,Haldimand County,646 Hamilton Port Dover Plank Road Haldimand County
43.85824966,-79.34027863,200 Town Centre Boulevard,200 Town Centre Boulevard,,200 Town Centre Boulevard 
45.41065216,-75.67634583,17 Oblats Avenue,17 Oblats Avenue,Ottawa,17 Oblats Avenue Ottawa
53.48427115,-113.4937758,4607 Calgary Trl NW,4607 Calgary Trl NW,Edmonton,4607 Calgary Trl NW Edmonton
53.57652283,-113.3135071,2130 121 Avenue Northeast,2130 121 Ave NE,Edmonton,2130 121 Ave NE Edmonton
43.52959442,-79.89118958,490 McGeachie Drive,490 McGeachie Dr,Milton,490 McGeachie Dr Milton
44.48642349,-80.19813538,452 Raglan St,452 Raglan St,Collingwood,452 Raglan St Collingwood
43.52972823,-79.88991228,490 McGeachie Drive,490 McGeachie Drive,Milton,490 McGeachie Drive Milton
43.86599602,-79.73095056,455A Piercey Road,455 Piercey Road,Caledon,455 Piercey Road Caledon
43.66171878,-79.38336667,460 Yonge Street,460 Yonge Street,Old Toronto,460 Yonge Street Old Toronto
43.6950618,-79.5016146,2090 Jane Street,2090 Jane Street,North York,2090 Jane Street North York
43.67503738,-79.3968811,CGL Architects,156 Avenue Rd,Toronto,156 Avenue Rd Toronto
49.1002118,-122.6814907,5465 Production Boulevard,5465 Production Boulevard,Surrey,5465 Production Boulevard Surrey
43.86664876,-79.73163831,Bolton Steel Tube Co,455 Piercey Rd,Caledon,455 Piercey Rd Caledon
45.4287534,-73.351635,Salaberry Road,Salaberry Road,Carignan,Salaberry Road Carignan
,,11850-11950 Sherbrooke est,11850-11950 Sherbrooke est,Montréal,11850-11950 Sherbrooke est Montréal
45.39338545,-74.04995652,Linq PH3,Jean-Beliveau Street,Vaudreuil-Dorion,Jean-Beliveau Street Vaudreuil-Dorion
45.45795441,-73.72429657,1943-1945 55th Avenue,1943  55th Avenue,Dorval,1943  55th Avenue Dorval
,,567 boul. Pierre-Le Gardeur / Lots vacants 3675689,567 boul. Pierre-Le Gardeur / Lots vacants 3675689,Repentigny,567 boul. Pierre-Le Gardeur / Lots vacants 3675689 Repentigny
49.2482666,-123.1345116,"561, 573 & 581 West 26th Avenue",561 West 26th Avenue,Vancouver,561 West 26th Avenue Vancouver
45.4978714,-73.74456024,2850-2880 Botham Street,2850 Botham Street,Saint-Laurent,2850 Botham Street Saint-Laurent
43.81454086,-79.23886108,5610 Finch Ave E,5610 Finch Ave E,Toronto,5610 Finch Ave E Toronto
42.983475,-79.245504,Plymouth Cordage,110 1st St,Welland,110 1st St Welland
43.0708847,-79.09860992,6289 Mcleod Road,6289 Mcleod Road,Niagara Falls,6289 Mcleod Road Niagara Falls
45.6114769,-73.57582855,9701-9711 Colbert Street,9701 Colbert Street,Anjou,9701 Colbert Street Anjou
43.52450562,-79.68118286,2657 Dundas Street West,2657 Dundas Street West,Mississauga,2657 Dundas Street West Mississauga
43.6537417,-79.3680252,Brigden Place,Brigden Place,Old Toronto,Brigden Place Old Toronto
49.25953674,-123.134697,Alexander Tower,1326 W 13th Ave,Vancouver,1326 W 13th Ave Vancouver
51.0121488,-114.0878812,Crown Towers,Crown Towers,Calgary,Crown Towers Calgary
42.22416103,-83.02117825,Huron Church Line Rd,Huron Church Line Rd,LaSalle,Huron Church Line Rd LaSalle
45.59219,-75.428121,101 Donaldson Road ,101 Donaldson Road,Ville de Gatineau,101 Donaldson Road Ville de Gatineau
45.3408242,-75.7247847,125 Colonnade Road,125 Colonnade Road,Nepean,125 Colonnade Road Nepean
43.49826431,-80.22029877,485 Southgate Drive,485 Southgate Drive,Guelph,485 Southgate Drive Guelph
43.40428162,-80.46133423,60 Steckle Place,60 Steckle Place,Kitchener,60 Steckle Place Kitchener
43.64808273,-79.42043304,170 Ossington Avenue,170 Ossington Ave,Toronto,170 Ossington Ave Toronto
43.705465,-79.88006939,12515 Mississauga Road,12515 Mississauga Road,Caledon,12515 Mississauga Road Caledon
43.7842589,-79.6245334,Milani Boulevard,Milani Boulevard,Vaughan,Milani Boulevard Vaughan
43.59626389,-79.59410095,2525 Haines Road,2525 Haines Rd,Mississauga,2525 Haines Rd Mississauga
45.36079407,-75.73722076,1500 Merivale Rd,1500 Merivale Rd,Ottawa,1500 Merivale Rd Ottawa
43.68807327,-79.57267427,39 Stoffel Dr,39 Stoffel Dr,Toronto,39 Stoffel Dr Toronto
43.98456573,-79.4653244,Canadian Tire,14700 Yonge St,Aurora,14700 Yonge St Aurora
43.72084663,-79.2853322,756 Warden Ave,756 Warden Ave,Toronto,756 Warden Ave Toronto
53.5013895,-113.5806189,13432 143 St ,13432 143 St ,Edmonton,13432 143 St  Edmonton
43.85329056,-79.36142731,30 & 60 Centurion Drive,30 Centurion Drive,Markham,30 Centurion Drive Markham
43.8578008,-79.3445229,201 Whitehall Drive,201 Whitehall Drive,Markham,201 Whitehall Drive Markham
43.6548826,-79.61565456,Beer Store,5900 Explorer Drive,Mississauga,5900 Explorer Drive Mississauga
45.42993546,-75.56772614,2530 Innes Road,2530 Innes Rd,Ottawa,2530 Innes Rd Ottawa
48.45344543,-123.3928452,275 Burnside Road West,275 Burnside Rd W,Saanich,275 Burnside Rd W Saanich
42.92340088,-81.19490051,1036 Green Valley Rd,1036 Green Valley Rd,London,1036 Green Valley Rd London
53.494383,-113.473224,Wilkinson Bldg,9504 58 Ave NW,Edmonton,9504 58 Ave NW Edmonton
45.49754655,-75.74145276,Plateau Boulevard,Plateau Boulevard,Ville de Gatineau,Plateau Boulevard Ville de Gatineau
,,9600 & 9700 Endeavor Drive SE,9600 & 9700 Endeavor Drive SE,Calgary,9600 & 9700 Endeavor Drive SE Calgary
44.35808945,-79.70207214,76 Ardagh Rd,76 Ardagh Rd,Barrie,76 Ardagh Rd Barrie
44.35797597,-79.70226632,76 Ardagh Road,76 Ardagh Road,Barrie,76 Ardagh Road Barrie
43.9191256,-78.94669223,330 Taunton Road East,330 Taunton Rd E,Whitby,330 Taunton Rd E Whitby
45.40772247,-75.71692657,989 Somerset Street West,989 Somerset St W,Ottawa,989 Somerset St W Ottawa
45.88421631,-72.54037476,Extrucan,2155 Rue Canadien,Drummondville,2155 Rue Canadien Drummondville
43.55968971,-79.70697141,Eglinton Ave W,Eglinton Ave W,Mississauga,Eglinton Ave W Mississauga
49.2561716,-122.9560894,6952 Greenwood Street,6952 Greenwood Street,Burnaby,6952 Greenwood Street Burnaby
43.83175278,-79.06609344,963-979 Brock Road,963-979 Brock Road,Pickering,963-979 Brock Road Pickering
49.265764,-122.8919022,"500 & 504 Jefferson Avenue, 631 Tyndall Street & 831 North Road",500 Jefferson Avenue,Coquitlam,500 Jefferson Avenue Coquitlam
,,4940-4964 Queen Mary,4940-4964 Queen Mary,Montréal,4940-4964 Queen Mary Montréal
55.1850692,-118.8186972,10745 117 Ave,10745 117 Ave,Grande Prairie,10745 117 Ave Grande Prairie
43.76462215,-79.39795327,Rexall Pharma Plus,288 Sheppard Avenue East,North York,288 Sheppard Avenue East North York
43.65849304,-79.68344879,7135 Pacific Circle,7135 Pacific Cir,Mississauga,7135 Pacific Cir Mississauga
49.2667584,-123.1372559,3670 West 5th Avenue,3670 West 5th Avenue,Vancouver,3670 West 5th Avenue Vancouver
,,"4906, 4924, 4936, 4940 & 4958 Main Street","4906, 4924, 4936, 4940 & 4958 Main Street",Vancouver,"4906, 4924, 4936, 4940 & 4958 Main Street Vancouver"
49.0365055,-122.3485766,1812 Foy Street,1812 Foy Street,Abbotsford,1812 Foy Street Abbotsford
45.49713411,-73.66298514,5441-5471 Royalmount Avenue ,5441 Royalmount Avenue,Mont-Royal,5441 Royalmount Avenue Mont-Royal
43.68485641,-79.74642944,73 Clarence Street,73 Clarence Street,Brampton,73 Clarence Street Brampton
43.48525238,-80.54879761,529 Sunnydale Pl,529 Sunnydale Pl,Waterloo,529 Sunnydale Pl Waterloo
42.97937775,-81.23445892,Chelsea Manor,435 Grey St,London,435 Grey St London
49.2624,-123.0756,1383 East Broadway,1383 E Broadway,Vancouver,1383 E Broadway Vancouver
,,3551 Line No. 8,3551 Line No. 8,West Gwillimbury,3551 Line No. 8 West Gwillimbury
49.0771535,-122.6705018,Cedarbrook Square,Cedarbrook Square,Langley,Cedarbrook Square Langley
49.26942805,-122.7630707,McLean Manor,McLean Manor,Vancouver,McLean Manor Vancouver
49.0772132,-122.6700029,4145 200 ST,4145 200 ST,Langley,4145 200 ST Langley
49.25908279,-123.1352768,South Granville ,1355 W 14th Ave,Vancouver,1355 W 14th Ave Vancouver
,,2019 Taschereau Boulevard,2019 Taschereau Boulevard,Vieux-Longueuil,2019 Taschereau Boulevard Vieux-Longueuil
45.621521,-73.57120514,10251 Ray-Lawson Boulevard,10251 Ray-Lawson Boulevard,Anjou,10251 Ray-Lawson Boulevard Anjou
45.4594841,-73.6583225,5460 Sunnybrooke Avenue,5460 Sunnybrooke Avenue,Côte-Saint-Luc,5460 Sunnybrooke Avenue Côte-Saint-Luc
43.13917621,-80.24102712,603 Colborne Street East,603 Colborne Street East,Brantford,603 Colborne Street East Brantford
43.48937555,-79.62550056,494 & 520 Hazelhurst Road,494 Hazelhurst Road,Mississauga,494 Hazelhurst Road Mississauga
49.2256187,-122.6879324,12137-12169 Harris Road,12137 Harris Road,Pitt Meadows,12137 Harris Road Pitt Meadows
50.91966145,-114.0699129,14815 Bannister Road SE,14815 Bannister Road SE,Calgary,14815 Bannister Road SE Calgary
43.3507894,-80.2891691,416 Franklin Boulevard,416 Franklin Boulevard,Cambridge,416 Franklin Boulevard Cambridge
49.05167847,-122.3766701,Mt. Lehman Business Centre - Building a,2707 Progressive Way,Abbotsford,2707 Progressive Way Abbotsford
,,300-510 de Parc-industriel,300-510 de Parc-industriel,Longueuil,300-510 de Parc-industriel Longueuil
43.14373343,-80.18540666,84 Shaver Road,84 Shaver Road,Brant,84 Shaver Road Brant
43.14490891,-80.18356323,84 Shaver St,84 Shaver St,Brantford,84 Shaver St Brantford
43.7830834,-79.7490245,Airport Road,Airport Road,Caledon,Airport Road Caledon
43.79142243,-79.83190719,13468 Dixie Road,13468 Dixie Road,Caledon,13468 Dixie Road Caledon
43.7404747,-79.23317719,2978 Eglinton Ave E,2978 Eglinton Ave E,Toronto,2978 Eglinton Ave E Toronto
49.2070781,-123.1407804,125 West 71st Avenue,125 West 71st Avenue,Vancouver,125 West 71st Avenue Vancouver
52.197125,-113.8184622,29 McKenzie Cres,29 McKenzie Cres,Red Deer County,29 McKenzie Cres Red Deer County
,,1900 boul. du Traversier,1900 boul. du Traversier,Pincourt,1900 boul. du Traversier Pincourt
49.11022186,-122.8235703,5903 144 St,5903 144 St,Surrey,5903 144 St Surrey
44.05624771,-79.42617035,1145 Nicholson Road,1145 Nicholson Rd,Newmarket,1145 Nicholson Rd Newmarket
45.51761627,-73.66157532,690 Rue Hodge,690 Rue Hodge,Montreal,690 Rue Hodge Montreal
43.69377899,-79.69800568,14 Strathearn Avenue,14 Strathearn Avenue,Brampton,14 Strathearn Avenue Brampton
,,"- Bayview Drive, - Big Bay Point Road, - Churchill Drive","- Bayview Drive, - Big Bay Point Road, - Churchill Drive",Barrie,"- Bayview Drive, - Big Bay Point Road, - Churchill Drive Barrie"
49.3332453,-123.0720495,2916 Lonsdale Avenue,2916 Lonsdale Avenue,North Vancouver,2916 Lonsdale Avenue North Vancouver
43.70403671,-79.41221619,448 - 460 Eglinton Avenue West,448 Eglinton Avenue West,Old Toronto,448 Eglinton Avenue West Old Toronto
43.81021881,-79.11930847,575 Granite Ct,575 Granite Ct,Pickering,575 Granite Ct Pickering
,,Avesta Apartments,Avesta Apartments,North Vancouver,Avesta Apartments North Vancouver
49.2908724,-123.1437586,Katherine Anne Apartments,2054 Comox Street,Vancouver,2054 Comox Street Vancouver
43.48990631,-80.20517731,829 Southgate Dr,829 Southgate Dr,Guelph,829 Southgate Dr Guelph
43.59767532,-79.53662872,77 Akron Road,77 Akron Road,Etobicoke,77 Akron Road Etobicoke
45.53642273,-73.56039429,2665-2667 Frontenac Street,2665 Frontenac Street,Ville-Marie,2665 Frontenac Street Ville-Marie
43.41804436,-80.45440483,5 Manitou Drive,5 Manitou Drive,Kitchener,5 Manitou Drive Kitchener
43.6996439,-79.7391131,12 Clark Boulevard,12 Clark Boulevard,Brampton,12 Clark Boulevard Brampton
43.3940913,-79.7120439,Bronte Road,Bronte Road,Oakville,Bronte Road Oakville
51.18507825,-115.5657945,Mountainview Estates,17B  Whiskey Jack Crescent,Banff,17B  Whiskey Jack Crescent Banff
53.54589551,-113.6415574,Lee Valley Tools BUilding,18403 104 Ave NW,Edmonton,18403 104 Ave NW Edmonton
44.31710815,-80.64508057,103 Toronto Street South,103 Toronto St S,Grey Highlands,103 Toronto St S Grey Highlands
44.11120224,-79.59984589,35 Reagens Industrial Pkwy,35 Reagens Industrial Pkwy,Bradford West Gwillimbury,35 Reagens Industrial Pkwy Bradford West Gwillimbury
43.5139981,-80.5276139,SYSTEMATIX Inc,815 Bridge Street West,Waterloo,815 Bridge Street West Waterloo
49.3083007,-123.0696897,380 East 1st Street,380 East 1st Street,North Vancouver,380 East 1st Street North Vancouver
45.45149953,-73.72095776,1300-1410 55th Avenue,1300 55th Avenue,Lachine,1300 55th Avenue Lachine
43.49610519,-80.21412659,570 Southgate Drive,570 Southgate Drive,Guelph,570 Southgate Drive Guelph
43.6509819,-79.702034,260 Export Boulevard,260 Export Blvd,Mississauga,260 Export Blvd Mississauga
43.70301056,-79.44019318,131 Lyon Ct,131 Lyon Ct,Toronto,131 Lyon Ct Toronto
43.8237381,-79.42568207,8051 Yonge Street,8051 Yonge St,Markham,8051 Yonge St Markham
45.33514786,-75.71282196,110 Bentley Ave,110 Bentley Ave,Ottawa,110 Bentley Ave Ottawa
49.2323871,-123.0233911,1050-1052 Boundary Road,1050 Boundary Road,Burnaby,1050 Boundary Road Burnaby
45.5134834,-73.5713344,3523-3529 Saint-Laurent Boulevard ,3523 Saint-Laurent Boulevard,Le Plateau-Mont-Royal,3523 Saint-Laurent Boulevard Le Plateau-Mont-Royal
45.60969924,-73.57077128,7761 Rue Jarry E,7761 Rue Jarry E,Montreal,7761 Rue Jarry E Montreal
51.02836595,-114.0326521,3005 Ogden Road SE,3005 Ogden Road SE,Calgary,3005 Ogden Road SE Calgary
45.4608811,-73.4699635,1825 Talleyrand Street ,1825 Talleyrand Street,Brossard,1825 Talleyrand Street Brossard
42.28760147,-83.02048492,Midtown Business Centre,2485 Ouellette Ave,Windsor,2485 Ouellette Ave Windsor
43.2593114,-79.8698291,56 York Boulevard,56 York Boulevard,Hamilton,56 York Boulevard Hamilton
43.413583,-79.7349925,2390 South Service Road West,2390 S Service Rd W,Oakville,2390 S Service Rd W Oakville
43.8965867,-79.7425997,9408 Columbia Way,9408 Columbia Way,Caledon,9408 Columbia Way Caledon
43.90857113,-79.75412507,14530 Mount Hope Road,14530 Mount Hope Road,Caledon,14530 Mount Hope Road Caledon
43.5880075,-79.5992327,2440 Tedlo Street,2440 Tedlo Street,Mississauga,2440 Tedlo Street Mississauga
43.6455424,-79.3964113,478 King Street West,478 King Street West,Old Toronto,478 King Street West Old Toronto
43.4719055,-79.66699099,1267 Cornwall Road,1267 Cornwall Road,,1267 Cornwall Road 
49.2302022,-123.0974614,566 East 44th Avenue,566 East 44th Avenue,Vancouver,566 East 44th Avenue Vancouver
49.1809753,-122.6808324,19545 Telegraph Trail,19545 Telegraph Trail,Surrey,19545 Telegraph Trail Surrey
49.20657349,-123.1265259,The Lugano,8755 Laurel St,Vancouver,8755 Laurel St Vancouver
,,11575-11576 Stonehill Drive NE,11575-11576 Stonehill Drive NE,Calgary,11575-11576 Stonehill Drive NE Calgary
45.48883438,-73.39649963,2650-2720 Quévillon Street ,2650 Quévillon Street,Saint-Hubert,2650 Quévillon Street Saint-Hubert
,,- 5th Side Road,- 5th Side Road,Innisfil,- 5th Side Road Innisfil
44.58682632,-75.69120789,137 George Street,137 George St,Brockville,137 George St Brockville
43.90400531,-78.64745283,Highway of Heroes & Bennett Road,Bennett Rd,Clarington,Bennett Rd Clarington
43.841847,-79.3143391,4248 Fourteenth Avenue,4248 Fourteenth Avenue,Markham,4248 Fourteenth Avenue Markham
43.9039053,-78.6636683,Baseline Road East,Baseline Road East,Clarington,Baseline Road East Clarington
43.89800849,-79.58298588,4050 King Vaughan Road,4050 King Vaughan Road,Vaughan,4050 King Vaughan Road Vaughan
49.1003783,-122.4826491,26585 Gloucester Way,26585 Gloucester Way,Langley,26585 Gloucester Way Langley
43.82044983,-79.24819946,150 Nashdene Rd,150 Nashdene Rd,Toronto,150 Nashdene Rd Toronto
43.62413025,-79.58185577,Wajax,3280 Wharton Way,Mississauga,3280 Wharton Way Mississauga
45.024845,-79.311895,345 Ecclestone Drive,345 Ecclestone Dr,Bala,345 Ecclestone Dr Bala
43.38247175,-80.49203157,1673 Huron Road,Huron Road,Kitchener,Huron Road Kitchener
43.8433054,-79.313552,195 Duffield Drive,195 Duffield Drive,Markham,195 Duffield Drive Markham
,,1005 & 1045 168th Street,1005 168th Street,Surrey,1005 168th Street Surrey
49.202557,-122.660956,11545 Kingston Street,11545 Kingston Street,Maple Ridge,11545 Kingston Street Maple Ridge
43.77085192,-79.87665844,13904 Hurontario St,13904 Hurontario St,Caledon,13904 Hurontario St Caledon
43.77140036,-79.87579498,13904 Hurontario Street,13904 Hurontario Street,Caledon,13904 Hurontario Street Caledon
45.47761536,-73.61579132,4055 Boulevard Décarie,4055 Blvd Decarie,Montreal,4055 Blvd Decarie Montreal
49.27236557,-123.1505966,David Apartments,2012 Cornwall Ave,Vancouver,2012 Cornwall Ave Vancouver
49.2722435,-123.1505737,2012 Cornwall Ave,2012 Cornwall Ave,Vancouver,2012 Cornwall Ave Vancouver
49.17311625,-123.1407057,5751 Minoru Boulevard,5751 Minoru Boulevard,Richmond,5751 Minoru Boulevard Richmond
43.98570394,-79.24912357,Bethesda Side Rd,Bethesda Side Rd,Whitchurch-Stouffville,Bethesda Side Rd Whitchurch-Stouffville
45.56521225,-73.61914825,8530 8th Avenue,8530 8th Avenue,Villeray-Saint-Michel-Parc-Extension,8530 8th Avenue Villeray-Saint-Michel-Parc-Extension
45.56173325,-73.53496552,5065-5067 Ontario East Street,5065 Ontario East Street,Mercier-Hochelaga-Maisonneuve,5065 Ontario East Street Mercier-Hochelaga-Maisonneuve
45.469482,-73.6233753,de Hampton Avenue,de Hampton Avenue,Côte-des-Neiges-Notre-Dame-de-Grâce,de Hampton Avenue Côte-des-Neiges-Notre-Dame-de-Grâce
44.34378052,-78.73983765,100 Albert St S,100 Albert St S,Kawartha Lakes,100 Albert St S Kawartha Lakes
43.9848323,-77.9072969,Lakeport Road,#NAME?,Alnwick/Haldimand,#NAME?
43.1580932,-79.0506741,16104 Niagara Parkway,16104 Niagara Parkway,Niagara-on-the-Lake,16104 Niagara Parkway Niagara-on-the-Lake
43.47726059,-80.54080963,156 Columbia St W,156 Columbia St W,Waterloo,156 Columbia St W Waterloo
43.2439758,-79.8251475,1083 Main Street,1083 Main Street,Hamilton,1083 Main Street Hamilton
,,Creditview Road & Bovaird Drive West,Creditview Road & Bovaird Drive West,Brampton,Creditview Road & Bovaird Drive West Brampton
